open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_base_volume,taker_quote_volume,return_1d,return_7d,rolling_volatility,rsi,sma_20,sma_50,sma_200,bb_upper,bb_middle,bb_lower,macd,macd_signal,macd_histogram,stochastic_oscillator,stoch_k,stoch_d,future_return,label
2023-03-20,27972.87,28472.0,27124.47,27717.01,477378.23373,2023-03-20 23:59:59.999,13300424536.51492,11775950.0,239765.29148,6680704887.532146,-0.009146719660871439,0.14944047893543355,0.04036718051294953,,,,,,,,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,,,0.014015220256441863,1
2023-03-21,27717.01,28438.55,27303.1,28105.47,420929.7422,2023-03-21 23:59:59.999,11760492716.33759,11530870.0,210472.34027,5880942507.630011,0.014015220256441863,0.1392380588729576,0.04042573377322637,,,,,,,,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,,,-0.030403334297558482,0
2023-03-22,28107.81,28868.05,26601.8,27250.97,224113.41296,2023-03-22 23:59:59.999,6272099822.449624,3589327.0,110355.97386,3089585214.115064,-0.030403334297558482,0.12210127293225725,0.04287941527391147,,,,,,,,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,,,0.038326709104299805,2
2023-03-23,27250.97,28750.0,27105.0,28295.41,128649.60818,2023-03-23 23:59:59.999,3591123573.1149583,2159091.0,65172.02479,1819323637.2903445,0.038326709104299805,0.13187163533580448,0.043428098836487176,80.11206738641991,,,,,,,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,93.85510829534627,,-0.029720014659621374,0
2023-03-24,28295.42,28374.3,27000.0,27454.47,86242.06544,2023-03-24 23:59:59.999,2403443392.0273013,1511137.0,41449.56122,1155147465.7389932,-0.029720014659621374,0.002166078423427864,0.030104908256751665,71.76070487394855,,,,,,,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,84.47130732438248,,0.0003088750210802349,1
2023-03-25,27454.46,27787.33,27156.09,27462.95,50844.08102,2023-03-25 23:59:59.999,1397227639.2141378,1088721.0,25326.94876,696042529.0839624,0.0003088750210802349,0.020643322732815328,0.029008778343494634,71.79263770315515,,,,,,,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,83.65678195278835,87.32773252417236,0.018392051837111456,1
2023-03-26,27462.96,28194.4,27417.76,27968.05,49671.70353,2023-03-26 23:59:59.999,1380973402.9961205,1068196.0,25248.15818,702028235.0573266,0.018392051837111456,-0.00017230981304383608,0.025477380570841892,73.7002960837242,,,,,,,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,87.24158901755982,85.12322609824355,-0.030146542215134797,0
2023-03-27,27968.05,28023.86,26508.14,27124.91,88039.46898,2023-03-27 23:59:59.999,2407130888.034605,1575264.0,43151.91539,1179905180.6135278,-0.030146542215134797,-0.021362333094370523,0.02789077132876407,65.71141501646227,,,,,,,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,64.93452153446923,78.61096416827246,0.005019740157663266,1
2023-03-28,27124.9,27520.0,26631.78,27261.07,78602.44341,2023-03-28 23:59:59.999,2124533606.765556,1521981.0,38972.61486,1053473599.2587688,0.005019740157663266,-0.030043973646411204,0.027188129205544233,66.34585395643597,,,,,,,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,67.67355313713263,73.28322122972055,0.03989315166279228,2
2023-03-29,27261.06,28650.0,27240.1,28348.6,89486.16008,2023-03-29 23:59:59.999,2519887866.2111588,1704217.0,45742.08025,1288220696.4926782,0.03989315166279228,0.04027856623085335,0.028760985705443175,70.96662250257096,25996.813000000002,,,31048.983296951992,25996.813000000002,20944.64270304801,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,89.05280239407381,73.88695902189188,-0.011290504645732002,1
2023-03-30,28348.6,29184.68,27686.0,28028.53,98865.43256,2023-03-30 23:59:59.999,2808471938.6424427,1843652.0,49100.20979,1394972886.7062368,-0.011290504645732002,-0.009431918463100541,0.025385246518394508,68.0071218321386,26390.704999999998,,,30737.42388280573,26390.704999999998,22043.986117194265,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,73.07948438533252,76.60194663884631,0.015585191231934026,1
2023-03-31,28028.53,28656.69,27511.71,28465.36,78198.12139,2023-03-31 23:59:59.999,2203253311.777351,1537349.0,39636.47111,1117184234.1868577,0.015585191231934026,0.03682059788442471,0.022474068746723797,69.85483334769077,26791.1865,,,30265.157763906904,26791.1865,23317.215236093096,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,73.12500467020857,78.41909714987163,-0.00044369718141634706,1
2023-04-01,28465.36,28819.71,28220.27,28452.73,30238.44753,2023-04-01 23:59:59.999,860804237.452269,822781.0,15171.37738,431931567.4827481,-0.00044369718141634706,0.03604055645879267,0.022504232014551723,69.72944054445415,27113.9675,,,29872.089598369632,27113.9675,24355.845401630366,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,72.65312679803027,72.95253861785712,-0.0098711090289052,1
2023-04-02,28452.74,28530.0,27856.43,28171.87,37365.65692,2023-04-02 23:59:59.999,1053600933.0676804,938464.0,17897.01839,504647268.0863643,-0.0098711090289052,0.007287601388012321,0.02229557733769583,66.85545725685756,27316.887,,,29738.823974399602,27316.887,24894.950025600396,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,62.15972860484054,69.31262002435979,-0.013200046713263913,1
2023-04-03,28171.87,28500.99,27200.24,27800.0,79180.01405,2023-04-03 23:59:59.999,2214361048.7823668,1651062.0,40534.82008,1133865764.0916288,-0.013200046713263913,0.024888193177415197,0.01899390081713517,63.14447118989778,27473.366499999996,,,29574.258430616825,27473.366499999996,25372.47456938317,,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,48.26604496850412,61.026300123791636,0.013146402877697971,1
2023-04-04,27800.0,28444.44,27662.79,28165.47,49722.55691,2023-04-04 23:59:59.999,1397141464.875036,1102007.0,25083.95234,704845402.4191409,0.013146402877697971,0.03317551365371951,0.019335412375367206,65.18953808811614,27667.357,,,29192.717466474696,27667.357,26141.996533525304,1359.614082525739,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,61.920613926935566,57.44879583342674,0.00016119028015504355,1
2023-04-05,28165.47,28775.0,27805.1,28170.01,60737.64732,2023-04-05 23:59:59.999,1721098539.0660567,1262730.0,30556.88672,865971090.1704682,0.00016119028015504355,-0.006299781999816623,0.011619741758370668,65.21535957184634,27825.9185,,,28749.189274069508,27825.9185,26902.647725930492,1291.3688093751516,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,62.09023590157436,57.42563159900468,-0.004834574073633635,1
2023-04-06,28170.01,28182.05,27711.0,28033.82,40118.94963,2023-04-06 23:59:59.999,1122713087.5561826,934548.0,19308.64369,540384260.8568,-0.004834574073633635,0.00018873626265802912,0.01088546355060565,63.68916119586293,27857.852999999996,,,28763.324442666137,27857.852999999996,26952.381557333854,1212.3196773127274,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,57.00195027909165,60.33760003586719,-0.004547721288072681,1
2023-04-07,28033.83,28100.0,27766.94,27906.33,24762.09387,2023-04-07 23:59:59.999,691323748.9286413,655634.0,11983.13367,334559478.4702819,-0.004547721288072681,-0.01963895766644086,0.008504549134625715,62.22119839630245,27907.794999999995,,,28701.35265863603,27907.794999999995,27114.237341363958,1126.4008453286333,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,52.23871117188616,57.11029911751739,0.0011484849494720617,1
2023-04-08,27906.34,28154.99,27859.02,27938.38,19479.96735,2023-04-08 23:59:59.999,545324518.6860754,624159.0,9729.24214,272366679.3440387,0.0011484849494720617,-0.018077351452742807,0.008598794544590895,62.455477043450315,27906.070499999994,,,28699.204788313713,27906.070499999994,27112.936211686276,1048.805739411422,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,53.43615264483255,54.225604698603455,0.013793927922807203,1
2023-04-09,27938.38,28530.0,27800.0,28323.76,32531.16101,2023-04-09 23:59:59.999,913915923.6951956,777589.0,16885.70757,474454325.3569296,0.013793927922807203,0.005391548377867705,0.009816249694433298,65.24629472511081,27936.407999999996,,,28744.569291342206,27936.407999999996,27128.246708657785,1006.8022149530807,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,67.83459242155911,57.83648541275928,0.046377317135860574,2
2023-04-10,28323.76,29770.0,28170.0,29637.34,67754.0622,2023-04-10 23:59:59.999,1955300943.1708305,1285695.0,36147.62326,1043138687.5916125,0.046377317135860574,0.06609136690647488,0.01803341922825691,72.69632475705166,28013.001500000002,,,29109.621743115596,28013.001500000002,26916.381256884408,1067.2069497512093,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,95.77276290381171,72.3478359900678,0.01899900598366777,1
2023-04-11,29637.35,30550.0,29590.0,30200.42,67990.07621,2023-04-11 23:59:59.999,2046078278.0821176,1340458.0,34766.92718,1046250622.2934568,0.01899900598366777,0.072249815110488,0.0183728303227961,75.15496394150016,28160.474,,,29559.189461420192,28160.474,26761.758538579805,1147.2887567896141,,,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,89.56402846771105,84.39046126436062,-0.010342571394702404,1
2023-04-12,30200.43,30486.0,29637.4,29888.07,62049.48451,2023-04-12 23:59:59.999,1863497606.1415305,1246556.0,31136.38576,935223730.572567,-0.010342571394702404,0.060988973734833696,0.01970582056164278,71.31849278585803,28240.107,,,29828.91640527299,28240.107,26651.29759472701,1172.0395884374884,1163.240918041257,8.7986703962315,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,80.23947984333205,88.52542373828494,0.01625297317625396,1
2023-04-13,29888.07,30595.0,29854.59,30373.84,51934.11731,2023-04-13 23:59:59.999,1571091101.1299672,1054144.0,26767.65298,809748635.0025868,0.01625297317625396,0.08347132142533553,0.018894871244384024,73.57752117383367,28386.0755,,,30182.23983497019,28386.0755,26589.911165029807,1216.8255723389557,1173.9578489007968,42.86772343815892,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,93.48525374400548,87.76292068501618,0.003064808400913499,1
2023-04-14,30373.84,31000.0,29966.0,30466.93,75984.19452,2023-04-14 23:59:59.999,2323267494.38023,1504180.0,38406.59006,1174371283.5651665,0.003064808400913499,0.09175695980087673,0.018004035684738972,74.0001389582978,28536.2745,,,30493.702994760133,28536.2745,26578.846005239866,1245.4733309815456,1188.2609453169466,57.21238566459897,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,85.97095606038276,86.56522988257342,-0.005640213831849872,1
2023-04-15,30466.93,30595.6,30202.0,30295.09,25429.81247,2023-04-15 23:59:59.999,772211097.614016,732418.0,12424.34509,377293528.3129067,-0.005640213831849872,0.08435385301509957,0.018894346960135713,71.71969928755249,28652.626500000002,,,30733.848673774566,28652.626500000002,26571.404326225438,1240.016693667545,1198.6120949870663,41.404598680478784,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,81.44856517253722,86.9682583256418,0.0003155626868909245,1
2023-04-16,30295.1,30549.99,30120.0,30304.65,26431.99322,2023-04-16 23:59:59.999,801322926.1525651,708233.0,13163.73591,399115587.0035981,0.0003155626868909245,0.06993739531757104,0.019337258564404547,71.77181723270077,28811.6135,,,30887.530420295927,28811.6135,26735.696579704072,1222.3729271831544,1203.364261426284,19.008665756870414,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,81.70016001010593,83.03989374767531,-0.028852997807267244,0
2023-04-17,30304.66,30316.06,29240.65,29430.27,56441.81127,2023-04-17 23:59:59.999,1675287761.4330356,1137294.0,26880.17771,797711012.8071816,-0.028852997807267244,-0.006986794361437232,0.01633193580166681,60.74520139987896,28920.0735,,,30884.27484341949,28920.0735,26955.872156580506,1124.8681764938628,1187.6650444397997,-62.79686794593681,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,52.96280425864719,72.0371764804301,0.03227085582293321,2
2023-04-18,29430.27,30485.0,29096.78,30380.01,62004.89434,2023-04-18 23:59:59.999,1861001491.9786973,1141562.0,32417.57068,972769560.730304,0.03227085582293321,0.005946606040578173,0.019490162808198708,66.72510511483111,29021.644,,,31065.60759463077,29021.644,26977.680405369232,1111.4192900393646,1172.4158935597127,-60.99660352034812,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,81.14958954089384,71.93751793654899,-0.05210366948529643,0
2023-04-19,30380.01,30413.53,28520.0,28797.1,86575.48656,2023-04-19 23:59:59.999,2541283888.303447,1699891.0,41467.78872,1217556267.2010958,-0.05210366948529643,-0.03650185508800008,0.028054172205500407,52.39815860285882,29060.072500000002,,,31056.24611367065,29060.072500000002,27063.898886329353,961.9446435004902,1130.3216435478682,-168.37700004737803,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,33.02219519610819,55.71152966521641,-0.019218949130294316,1
2023-04-20,28797.1,29088.3,28010.0,28243.65,76879.09372,2023-04-20 23:59:59.999,2198854031.424746,1434642.0,36919.58585,1055949765.7724996,-0.019218949130294316,-0.07013239024107587,0.02675840273771066,48.47873249072317,29048.987,,,31060.650513325214,29048.987,27037.323486674788,789.7226880241615,1062.2018524431269,-272.4791644189654,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,14.744854719677413,42.97221315222649,-0.03472674388756414,0
2023-04-21,28243.65,28374.02,27125.0,27262.84,77684.7679,2023-04-21 23:59:59.999,2164667611.9354606,1463628.0,38419.13612,1070540576.475792,-0.03472674388756414,-0.10516615884829883,0.027480263382520995,42.422605520055626,28989.492500000004,,,31134.15831262325,28989.492500000004,26844.826687376757,567.5500142119454,963.2714847968906,-395.7214705849452,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,3.5571612903225844,17.108070402036063,0.020321067064179577,2
2023-04-22,27262.84,27882.72,27140.35,27816.85,36023.69686,2023-04-22 23:59:59.999,989379475.3218232,859500.0,18612.89655,511200971.6362268,0.020321067064179577,-0.08180335493309321,0.030595764222805816,46.48895368437068,28971.741500000004,,,31148.814726120552,28971.741500000004,26794.668273879455,431.20982801477294,856.8591534404671,-425.6493254256942,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,17.85419354838706,12.052069852795684,-0.0081335593354388,1
2023-04-23,27816.85,27816.85,27311.25,27590.6,34812.09581,2023-04-23 23:59:59.999,959389698.7572552,873485.0,17610.47671,485328645.6943109,-0.0081335593354388,-0.08955886307876848,0.030206299602651775,45.08848355901383,28961.271500000003,,,31162.662898259507,28961.271500000003,26759.8801017405,301.4280886521483,745.7729404828034,-444.3448518306551,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,12.015483870967705,11.14227956989245,-0.002887577653258644,1
2023-04-24,27590.59,28000.0,26942.82,27510.93,53111.56874,2023-04-24 23:59:59.999,1458406515.6404214,1211080.0,25641.28044,704079582.6514922,-0.002887577653258644,-0.06521652706550096,0.029509962225517584,44.57921437182363,28928.5445,,,31194.792048274223,28928.5445,26662.296951725777,189.9567191953647,634.6096962253156,-444.6529770299509,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,14.002583074943693,14.62408683143282,0.02871077059190652,2
2023-04-25,27510.93,28399.99,27192.0,28300.79,52325.14637,2023-04-25 23:59:59.999,1446329375.242731,1087067.0,26833.47192,742069216.9989536,0.02871077059190652,-0.06844039880171193,0.028695328716738005,50.54333704639795,28935.083499999997,,,31193.27904974562,28935.083499999997,26676.887950254375,163.46562666717,540.3808823136865,-376.91525564651647,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,33.47078512661506,19.82961735750882,0.004045823455811615,1
2023-04-26,28300.8,30036.0,27235.0,28415.29,129228.40403,2023-04-26 23:59:59.999,3719701461.909164,2261942.0,64540.55521,1857698379.2654004,0.004045823455811615,-0.013258626736719958,0.02192121213921487,51.360489584308354,28954.157,,,31187.892397159638,28954.157,26720.42160284036,149.9815441830615,462.30101468756146,-312.3194705045,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,36.29294238855562,27.92210353003813,0.03721517535101704,2
2023-04-27,28415.29,29890.0,28378.86,29472.77,95430.82431,2023-04-27 23:59:59.999,2784859692.36462,1990148.0,48601.97474,1418439305.617905,0.03721517535101704,0.043518454590677935,0.024615601379405373,58.22549651899689,29032.479000000003,,,31223.195797341898,29032.479000000003,26841.76220265811,222.0652796250506,414.25386767505927,-192.18858805000866,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,62.35735165804821,44.0403597244063,-0.005465044513970008,1
2023-04-28,29472.77,29599.54,28891.0,29311.7,54298.16578,2023-04-28 23:59:59.999,1590683771.668198,1129240.0,26659.2164,780784851.5470374,-0.005465044513970008,0.0751521118122691,0.01809580289319757,56.90799166380977,29101.145,27661.833199999997,,31235.755586720665,29101.145,26966.534413279336,263.1615933801695,384.0354128160813,-120.8738194359118,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,64.85142822726804,54.50057409129062,-0.002771930662499922,1
2023-04-29,29311.69,29448.88,29031.0,29230.45,20466.83058,2023-04-29 23:59:59.999,599466910.0466621,619319.0,10024.59978,293627195.7058327,-0.002771930662499922,0.050818119233486225,0.01812125270024003,56.216957127892066,29146.479500000005,27843.428400000004,,31251.430795954126,29146.479500000005,27041.528204045884,285.879085998793,364.4041474526237,-78.52506145383069,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,63.41896833251552,63.54258273927726,9.442208382015593e-05,1
2023-04-30,29230.45,29969.39,29079.59,29233.21,39752.5372,2023-04-30 23:59:59.999,1172155267.8761897,949458.0,19894.27252,586711670.5560739,9.442208382015593e-05,0.059535131530303875,0.01720097501062716,56.23639774074268,29126.272999999997,28018.978000000003,,31219.715709415264,29126.272999999997,27032.83029058473,300.6399809450195,351.6513141511029,-51.01133320608341,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,64.66046333049137,64.31028663009164,-0.039850225137779915,0
2023-05-01,29233.2,29337.34,27666.95,28068.26,64433.65958,2023-05-01 23:59:59.999,1828221138.95444,1362793.0,30761.9269,872712018.1808254,-0.039850225137779915,0.020258493624170315,0.025107220466565387,46.792285216921165,29019.665,28140.401,,31100.568952867587,29019.665,26938.761047132415,215.84820369838417,324.4906920605591,-108.64248836217496,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,31.772524264718296,53.28398530924173,0.02143346256590184,2
2023-05-02,28068.26,28879.88,27872.0,28669.86,50824.5224,2023-05-02 23:59:59.999,1441733922.0116444,1174697.0,24789.36748,703206831.7801806,0.02143346256590184,0.013040978714728535,0.023998103682038183,51.33720223729571,28958.7545,28231.528599999998,,31005.451391046383,28958.7545,26912.057608953615,194.94697418950818,298.581948486349,-103.63497429684082,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,49.760423659712316,48.731137084973994,0.012427685381093623,1
2023-05-03,28669.85,29266.66,28113.69,29026.16,64615.79213,2023-05-03 23:59:59.999,1845961218.843244,1502909.0,32291.20998,922549963.250758,0.012427685381093623,0.021497932979040568,0.02431833393407335,53.85141715435174,28891.3705,28318.643600000003,,30833.33369630907,28891.3705,26949.407303690932,204.77254110774447,279.8200670106281,-75.04752590288365,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,67.35269205154565,49.628546658658756,-0.006476915995777599,1
2023-05-04,29026.16,29379.83,28663.64,28838.16,42575.47501,2023-05-04 23:59:59.999,1233816136.1606576,961542.0,20470.2124,593281438.9381377,-0.006476915995777599,-0.02153207859322348,0.019238492768302376,52.315518469095764,28809.931999999993,28409.6936,,30612.36947812342,28809.931999999993,27007.494521876568,195.1398936378937,262.88403233608125,-67.74413869818756,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,61.274804570054116,59.46264009377069,0.023144680520532646,2
2023-05-05,28838.16,29677.0,28800.0,29505.61,58415.83048,2023-05-05 23:59:59.999,1709786814.901134,1288027.0,29071.98606,850975342.6424303,0.023144680520532646,0.0066154470740353855,0.021517646888579062,57.0040666611549,28770.457999999995,28499.830199999997,,30472.86887719267,28770.457999999995,27068.04712280732,238.61300580667012,258.02982703019904,-19.416821223528927,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,82.85292158878568,70.49347273679514,-0.02228084760830229,0
2023-05-06,29505.6,29820.0,28300.0,28848.2,49249.28459,2023-05-06 23:59:59.999,1429517892.780502,1221021.0,23315.95073,676717267.0117224,-0.02228084760830229,-0.013077116500088137,0.023298907688040892,51.62032394783313,28697.635499999997,28528.891600000003,,30249.231476373658,28697.635499999997,27146.039523626336,217.51093692685754,249.92604900953077,-32.41511208267323,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,61.59938962491678,68.5757052612522,-0.01449310528906489,1
2023-05-07,28848.19,29138.29,28395.23,28430.1,30003.41028,2023-05-07 23:59:59.999,865838535.326382,855425.0,14904.01102,430162358.6294252,-0.01449310528906489,-0.027472521833900587,0.023765218496742832,48.48410492241936,28647.627,28559.3438,,30165.65567569883,28647.627,27129.598324301172,165.1465133096026,232.97014186954516,-67.82362855994256,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,48.0825558163443,64.17828901001558,-0.02677830890499855,0
2023-05-08,28430.09,28631.01,27262.0,27668.79,68244.36179,2023-05-08 23:59:59.999,1903052694.6684127,1600637.0,32347.56935,901988104.11036,-0.02677830890499855,-0.014232089912235346,0.020779805085998856,43.322707504908706,28512.066000000003,28553.262199999997,,29861.991229090832,28512.066000000003,27162.140770909173,61.5069618908492,198.67750587380598,-137.1705439829568,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,16.764767932489484,42.148904457916856,-0.0014644659199046783,1
2023-05-09,27668.8,27818.0,27353.0,27628.27,40113.31069,2023-05-09 23:59:59.999,1106923908.305847,1003698.0,20094.09737,554561922.8053713,-0.0014644659199046783,-0.03633048783635495,0.018135824454586048,43.05996269098866,28453.624499999998,28551.487399999998,,29849.549528838914,28453.624499999998,27057.699471161082,-23.62541556704673,154.21692158563545,-177.84233715268218,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,14.04034273473761,26.29588882785713,-0.0010684708090662465,1
2023-05-10,27628.28,28331.42,26777.0,27598.75,71155.11355,2023-05-10 23:59:59.999,1971173412.435502,1534579.0,34398.83676,953153016.5096188,-0.0010684708090662465,-0.049176673731557985,0.016611281795196508,42.85604156687505,28421.379500000003,28541.353,,29864.22112334573,28421.379500000003,26978.537876654274,-92.41020798485624,104.89149567153711,-197.30170365639336,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,25.740902583957478,18.848671083728192,-0.02283183115177323,0
2023-05-11,27598.74,27630.14,26702.05,26968.62,47635.31365,2023-05-11 23:59:59.999,1295799109.011004,1257000.0,23270.11723,632925807.4925774,-0.02283183115177323,-0.06482868532527741,0.017634336136433126,38.64857616917807,28406.6685,28535.706000000002,,29901.52152766892,28406.6685,26911.81547233108,-195.51509995909873,44.810176545409945,-240.32527650450868,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,8.158624446797692,15.979956588497593,-0.0064374817843849685,1
2023-05-12,26968.61,27091.12,25811.46,26795.01,67207.93494,2023-05-12 23:59:59.999,1777052127.731093,1351633.0,33147.27251,876487224.2550423,-0.0064374817843849685,-0.09186727540965944,0.010728916939637161,37.554617032305146,28355.576500000003,28505.698000000004,,29990.83044236215,28355.576500000003,26720.322557637857,-287.91642444080935,-21.735143651833916,-266.1812807889754,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,23.654799383346983,19.184775471367384,-0.0007363311303112408,1
2023-05-13,26795.01,27045.45,26692.03,26775.28,22814.90421,2023-05-13 23:59:59.999,612062852.0866882,605049.0,10959.29947,294038915.0326263,-0.0007363311303112408,-0.07185612967186872,0.010919527348787053,37.4249689547791,28314.8105,28492.1142,,30061.188919890414,28314.8105,26568.432080109586,-358.60342881319593,-89.10880068410633,-269.4946281290896,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,23.18028442037263,18.331236083505768,0.005316097534741049,1
2023-05-14,26775.27,27200.0,26560.53,26917.62,21594.8036,2023-05-14 23:59:59.999,580801698.0002693,629537.0,10672.14983,287060095.3315276,0.005316097534741049,-0.05319995357033569,0.012215544942582424,39.05950052328722,28285.144999999997,28481.2076,,30103.798596730263,28285.144999999997,26466.49140326973,-398.5435783492467,-150.99575621713439,-247.5478221321123,<ta.momentum.StochasticOscillator object at 0x0000023521FF87D0>,27.59508449460401,24.81005609944121,0.009084012628159499,1
